sample.id,latitude,longitude,jrc.water,satellite,year,doy,collection.number,landsat.scene.id,processing.level,sun.elevation,qa.pixel,qa.radsat,cloud.cover,geometric.rmse.model,blue,green,red,nir,swir1,swir2,clear,snow,water,ndvi
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_7,2000,204,2,LE72150032000205KIS00,L2SP,30.26481522,5440,0,1,6.334,0.1273325,0.14144,0.15112,0.220805,0.2002625,0.144355,1,0,0,0.187363043624387
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_7,2000,204,2,LE72150042000205KIS00,L2SP,31.51286614,5440,0,61,8.47,0.11064,0.12494,0.13539,0.21756,0.1919025,0.132585,1,0,0,0.232809179770506
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_7,2000,206,2,LE72130042000207KIS00,L2SP,31.09005787,5440,0,13,7.859,0.0880075,0.0994475,0.1245,0.2440975,0.2627425,0.1875575,1,0,0,0.324466389489891
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_7,2000,229,2,LE72140042000230KIS00,L2SP,24.77357267,5440,0,20,5.66,0.1075875,0.1185325,0.135555,0.24649,0.2575725,0.1891525,1,0,0,0.290371553089296
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_7,2000,240,2,LE72110042000241KIS00,L2SP,21.02325837,5440,0,6,6.576,0.0897125,0.12274,0.1474625,0.250175,0.261065,0.169435,1,0,0,0.258306874980353
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_7,2001,167,2,LE72140042001168EDC00,L2SP,34.90907531,5440,0,11,7.467,0.1196875,0.116855,0.1351975,0.1953675,0.23417,0.1595625,1,0,0,0.182021690136584
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_7,2002,172,2,LE72120042002173EDC00,L2SP,34.98119049,5440,0,2,6.582,0.127305,0.13517,0.147655,0.225205,0.280425,0.200125,1,0,0,0.207986911977686
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_7,2002,191,2,LE72170032002192EDC00,L2SP,32.43688029,5440,0,7,5.764,0.169985,0.1718,0.1728175,0.222015,0.2121425,0.1526325,1,0,0,0.124603471092172
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_7,2002,193,2,LE72150032002194EDC00,L2SP,32.1620637,5440,0,2,5.318,0.0934525,0.1192475,0.137095,0.2547675,0.2515225,0.17257,1,0,0,0.300290280391719
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_7,2004,192,2,LE72140042004193EDC01,L2SP,33.60644019,5440,0,21,7.236,0.074395,0.1049475,0.11856,0.2687375,0.273165,0.1915175,1,0,0,0.38775747326022
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_7,2005,203,2,LE72130042005204EDC00,L2SP,31.57909202,5440,0,6,6.96,0.0804725,0.113005,0.1267825,0.31139,0.26662,0.176805,1,0,0,0.421312382680337
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_5,2006,191,2,LT52120042006192KIS00,L2SP,33.63827184,5440,0,44,9.836,0.1051675,0.12736,0.116195,0.24374,0.20128,0.1183675,1,0,0,0.374541514880334
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_5,2006,198,2,LT52130042006199KIS00,L2SP,32.55517346,5440,0,46,7.235,0.070875,0.1084125,0.1138575,0.30204,0.2602125,0.1578575,1,0,0,0.452463890334392
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_5,2006,203,2,LT52160032006204KIS00,L2SP,30.34421351,5440,0,46,5.781,0.095295,0.12351,0.124555,0.2972275,0.25243,0.1682525,1,0,0,0.432144730263978
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_5,2006,205,2,LT52140042006206KIS00,L2SP,31.18758392,5440,0,67,7.971,0.080445,0.12362,0.1268375,0.3281925,0.26211,0.1707825,1,0,0,0.45164673750667
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_5,2006,207,2,LT52120042006208KIS00,L2SP,30.73942972,5440,0,41,8.09,0.10129,0.121805,0.1304675,0.285485,0.2697825,0.1739175,1,0,0,0.404988492188534
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_5,2006,208,2,LT52190032006209KIS00,L2SP,29.24873708,5440,0,62,7.332,0.293515,0.3254975,0.335315,0.384705,0.3909475,0.3410625,1,0,0,0.129352972425744
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_5,2009,170,2,LT52170032009171KIS00,L2SP,33.73825737,5440,0,45,8.985,0.16575,0.18115,0.172955,0.2220975,0.21514,0.15046,1,0,0,0.149741201650385
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_5,2009,177,2,LT52180032009178KIS00,L2SP,33.6286899,5440,0,52,10.243,0.266345,0.2907925,0.2983275,0.3409525,0.3711475,0.3098225,1,0,0,0.124320400778044
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_7,2010,181,2,LE72170032010182ASN00,L2SP,33.35810039,5698,0,25,7.341,0.59915,0.58859,0.601405,0.5919725,0.5106825,0.3897925,1,0,0,-0.00790403707125361
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_7,2010,187,2,LE72110042010188EDC00,L2SP,34.11119713,5440,0,68,7.063,0.1182025,0.13374,0.1429525,0.3041575,0.2964575,0.18599,1,0,0,0.360548858222809
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_7,2010,252,2,LE72180032010253EDC00,L2SP,15.05206815,5440,0,42,10.237,0.15288,0.15453,0.1757325,0.207165,0.1659975,0.1111625,1,0,0,0.0820911601668853
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_7,2010,256,2,LE72140042010257ASN00,L2SP,14.7884162,5440,0,75,7.436,0.0778875,0.10426,0.135665,0.242475,0.2128575,0.1238675,1,0,0,0.28246152218755
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_7,2011,230,2,LE72190032011231EDC00,L2SP,23.04783341,5440,0,43,6.85,0.08347,0.097935,0.1179,0.2530075,0.2026825,0.13506,1,0,0,0.364261979064861
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_7,2013,193,2,LE72130042013194EDC00,L2SP,33.26689881,5440,0,13,5.927,0.0713425,0.08688,0.0855875,0.2852375,0.20942,0.12395,1,0,0,0.538394121216207
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_7,2013,198,2,LE72160032013199EDC01,L2SP,31.18765026,5440,0,30,5.902,0.068015,0.0959825,0.09722,0.2886475,0.2246275,0.1189725,1,0,0,0.496096457981043
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_8,2013,245,2,LC82170032013246LGN01,L2SP,17.42722167,21824,0,13.02,7.618,0.0250325,0.07016,0.08127,0.3265425,0.2138475,0.1277175,1,0,0,0.51193846991721
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_8,2014,154,2,LC82150032014155LGN02,L2SP,32.49221953,21824,0,11.68,9.546,0.1217225,0.0800875,0.14463,0.2956875,0.1608275,0.0992,1,0,0,0.29303594130118
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_8,2014,154,2,LC82150042014155LGN02,L2SP,33.79869422,21824,0,18.61,11.788,0.1232075,0.085395,0.14485,0.2964575,0.1635225,0.1010975,1,0,0,0.293600699100633
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_8,2014,161,2,LC82160032014162LGN01,L2SP,33.15683163,21824,0,39.82,9.797,0.0341625,0.1019225,0.135115,0.310895,0.25298,0.164705,1,0,0,0.321892225998862
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_8,2014,179,2,LC82140042014180LGN01,L2SP,34.63617387,21824,0,67.66,10.221,0.0405425,0.1087425,0.128845,0.32184,0.2796,0.18357,1,0,0,0.354061099612122
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_8,2014,195,2,LC82140042014196LGN01,L2SP,32.94692552,21824,0,14.79,7.016,0.039525,0.0834975,0.0817375,0.342795,0.2084575,0.1182025,1,0,0,0.52603803968926
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_8,2014,216,2,LC82170032014217LGN01,L2SP,27.09334252,21824,0,61.02,7.156,0.0109525,0.073515,0.071315,0.3286875,0.1906925,0.102995,1,0,0,0.549611625747929
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_8,2014,225,2,LC82160032014226LGN01,L2SP,24.4589979,54596,0,56.33,6.053,0.01659,0.08776,0.0985675,0.3284675,0.19138,0.13385,1,0,0,0.47180166823375
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_8,2014,232,2,LC82170032014233LGN01,L2SP,22.185123,21824,0,36.39,6.998,0.0142525,0.05938,0.0783825,0.3573425,0.198365,0.10822,1,0,0,0.543155670176075
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_8,2014,234,2,LC82150032014235LGN01,L2SP,21.50757915,21824,0,55.99,6.254,0.00990749999999999,0.05641,0.087595,0.362705,0.1948175,0.11251,1,0,0,0.516886543897312
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_8,2015,169,2,LC82190032015170LGN01,L2SP,33.5185918,21824,0,47.49,12.568,0.0964775,0.1331075,0.1691875,0.2784725,0.200125,0.1707825,1,0,0,0.212015865686809
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_8,2015,189,2,LC82150032015190LGN01,L2SP,32.52610169,21824,0,1.15,8.735,0.0198625,0.08171,0.09887,0.29929,0.2386525,0.14672,1,0,0,0.414719689703519
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_8,2015,189,2,LC82150042015190LGN01,L2SP,33.81105258,21824,0,12.96,7.811,0.0238225,0.08336,0.1001625,0.2976125,0.238955,0.1466375,1,0,0,0.415813149304677
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_8,2015,210,2,LC82180032015211LGN01,L2SP,28.70985791,54596,0,49.91,7.863,0.0777775,0.1317875,0.1652275,0.3632825,0.2725325,0.2275975,1,0,0,0.330558402482431
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_8,2015,237,2,LC82150032015238LGN01,L2SP,20.5576594,21824,0,8.19,5.499,0.0548425,0.126535,0.153485,0.293405,0.2365075,0.1989425,1,0,0,0.264889254477348
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_8,2015,237,2,LC82150042015238LGN01,L2SP,21.84331933,21824,0,79.67,6.414,0.05564,0.127305,0.1543375,0.2929375,0.236205,0.199245,1,0,0,0.262356042793678
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_8,2015,251,2,LC82170032015252LGN01,L2SP,15.39162754,21824,0,3.25,7.694,0.00666249999999999,0.052505,0.0985675,0.3206575,0.2083475,0.130055,1,0,0,0.463101292332835
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_8,2016,165,2,LC82180032016166LGN01,L2SP,33.36804156,21824,0,11.42,10.062,0.0495625,0.1019775,0.144025,0.265355,0.2622475,0.18104,1,0,0,0.250897512044337
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_8,2016,183,2,LC82160032016184LGN01,L2SP,33.11834936,21824,0,27.92,8.982,0.05322,0.0970275,0.1128125,0.2885375,0.241925,0.1535125,1,0,0,0.354068604714237
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_8,2016,190,2,LC82170032016191LGN01,L2SP,32.42574768,21824,0,1.72,7.608,0.032485,0.0802525,0.094635,0.293625,0.230595,0.1469125,1,0,0,0.430354861486798
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_8,2016,208,2,LC82150032016209LGN01,L2SP,29.23339702,21824,0,56.12,6.741,0.04057,0.0780525,0.08677,0.3401825,0.208155,0.1193575,1,0,0,0.502929637097348
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_8,2016,208,2,LC82150042016209LGN01,L2SP,30.5127132,21824,0,49.09,6.699,0.0195875,0.067575,0.07852,0.3432075,0.2080725,0.119495,1,0,0,0.537752425448407
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_8,2016,215,2,LC82160032016216LGN01,L2SP,27.49706191,21824,0,11,6.287,0.04959,0.09425,0.11086,0.4310425,0.26167,0.155355,1,0,0,0.505025055296233
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_8,2016,220,2,LC82190032016221LGN02,L2SP,26.10624718,21824,0,71.6,10.205,0.05751,0.0969725,0.078795,0.1876125,0.1806,0.141275,1,0,0,0.359799239006395
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_8,2017,158,2,LC82190032017159LGN00,L2SP,32.93695382,21824,0,51.88,10.089,0.018515,0.1483975,0.1822225,0.3110875,0.235215,0.21613,1,0,0,0.209188460834448
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_8,2017,190,2,LC82190032017191LGN00,L2SP,32.33312733,21824,0,17.2,8.205,0.051515,0.096835,0.1067625,0.3042675,0.25221,0.159205,1,0,0,0.416425386528584
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_8,2017,231,2,LC82180032017232LGN00,L2SP,22.42973855,21824,0,76.28,6.97,0.1003,0.182855,0.200455,0.3324,0.3015725,0.2735225,1,0,0,0.212779039856232
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_8,2017,242,2,LC82150032017243LGN00,L2SP,18.56955776,21824,0,30.5,7.808,0.00575499999999998,0.0569875,0.0932875,0.32503,0.1858525,0.1099525,1,0,0,0.47905187742862
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_8,2017,242,2,LC82150042017243LGN00,L2SP,19.85941007,21824,0,12.89,7.25,0.0105125,0.05707,0.0932875,0.326295,0.1861275,0.1098425,1,0,0,0.47875982756866
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_8,2018,165,2,LC82150032018166LGN00,L2SP,33.40871926,21824,0,52,10.514,0.0506625,0.09205,0.1002175,0.2123625,0.1410825,0.1043975,1,0,0,0.301517985913235
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_8,2018,165,2,LC82150042018166LGN00,L2SP,34.70801334,21824,0,52.44,10.89,0.0222825,0.0780525,0.083525,0.2059825,0.1388275,0.10547,1,0,0,0.350859403412449
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_8,2018,172,2,LC82160032018173LGN00,L2SP,33.5519967,21824,0,32.69,9.899,0.030065,0.0875675,0.1080275,0.289445,0.2340875,0.149635,1,0,0,0.394238766989426
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_8,2018,173,2,LC80222412018174LGN00,L2SP,20.4019187,21824,0,32,14.972,0.0351525,0.0624875,0.0578675,0.1574175,0.151395,0.11317,1,0,0,0.391061522095697
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_8,2018,195,2,LC82170032018196LGN00,L2SP,31.67309829,21824,0,44.3,8.15,0.0278925,0.0766225,0.08061,0.31898,0.2022425,0.119495,1,0,0,0.501297759049822
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_8,2018,210,2,LC80252402018211LGN00,L2SP,14.32959519,21824,0,49.11,10.028,0.023135,0.0429075,0.0359225,0.13495,0.1067075,0.0689225,1,0,0,0.492945444082073
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_8,2018,231,2,LC82130042018232LGN00,L2SP,23.81346486,21824,0,57.94,9.16,0.0141425,0.04211,0.048105,0.1950925,0.0970275,0.0543475,1,0,0,0.515559662790876
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_8,2018,252,2,LC82160032018253LGN00,L2SP,14.91195871,21824,0,49.18,9.178,0.01186,0.059655,0.10118,0.3017925,0.1870075,0.11416,1,0,0,0.432922152883803
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_8,2019,161,2,LC82140042019162LGN00,L2SP,34.44380658,21824,0,29.26,9.97,0.036995,0.1003,0.1183125,0.2396425,0.2132975,0.1463625,1,0,0,0.296752554227224
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_8,2019,164,2,LC82190032019165LGN00,L2SP,33.33024851,21824,0,8.61,12.093,0.05751,0.112785,0.1411375,0.2897475,0.27718,0.1838725,1,0,0,0.292428851391549
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_8,2019,169,2,LC80212412019170LGN00,L2SP,20.32687949,21824,0,31.07,9.268,0.0308075,0.06653,0.08589,0.1774925,0.1612675,0.1172675,1,0,0,0.295675734605801
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_8,2019,173,2,LC82180032019174LGN00,L2SP,33.52779332,21824,0,22.31,9.521,0.057235,0.101125,0.120595,0.241705,0.218825,0.1520275,1,0,0,0.300701922646289
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_8,2019,184,2,LC82150032019185LGN01,L2SP,33.01741656,21824,0,41.52,9.088,0.0188725,0.08116,0.08567,0.2648875,0.1643475,0.1035725,1,0,0,0.420051544098613
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_8,2019,184,2,LC82150042019185LGN01,L2SP,34.30674427,21824,0,46.44,9.01,0.014005,0.0802525,0.0859725,0.265025,0.1654475,0.10272,1,0,0,0.416949203106736
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_8,2019,188,2,LC80262402019189LGN00,L2SP,18.20497293,21824,0,44.99,9.119,0.022145,0.0597925,0.0436225,0.23582,0.1616525,0.093315,1,0,0,0.5936037379957
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_8,2019,189,2,LC82180032019190LGN00,L2SP,32.51304346,21824,0,29.28,7.785,0.053495,0.1001625,0.0735425,0.177795,0.2450325,0.21954,1,0,0,0.349281584119192
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_8,2019,190,2,LC80242402019191LGN00,L2SP,17.9814778,21824,0,19.52,11.291,0.2409625,0.260185,0.2906275,0.357645,0.3398525,0.30633,1,0,0,0.109489495595811
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_8,2019,190,2,LC80242412019191LGN00,L2SP,19.30283802,21824,0,29.92,10.045,0.24935,0.25584,0.2835875,0.3539875,0.3399075,0.301545,1,0,0,0.112331604406909
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_8,2019,205,2,LC82180032019206LGN00,L2SP,29.83747587,21824,0,48.49,7.761,0.02561,0.07709,0.08094,0.3487075,0.20018,0.121035,1,0,0,0.536305633531086
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_8,2019,206,2,LC80242402019207LGN00,L2SP,15.26813614,21824,0,55.09,8.994,0.0176625,0.0551175,0.0541825,0.1437775,0.1202925,0.077145,1,0,0,0.398990943113731
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_8,2019,206,2,LC80242412019207LGN00,L2SP,16.58064859,21824,0,16.41,12.115,0.00952249999999999,0.038535,0.0267375,0.12769,0.1216125,0.0812975,1,0,0,0.563640201426153
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_8,2019,207,2,LC82160032019208LGN00,L2SP,29.39861379,21824,0,8.28,7.462,0.0317425,0.0685375,0.0808575,0.35099,0.19138,0.1013175,1,0,0,0.537425630303996
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_8,2019,210,2,LC80202412019211LGN00,L2SP,15.66615706,21824,0,27,10.03,0.62258,0.6096,0.64557,0.651125,0.4609075,0.3483225,1,0,0,0.103921717381225
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_8,2019,214,2,LC82170032019215LGN00,L2SP,27.68665217,21824,0,49.19,7.103,0.0344925,0.0749175,0.0903175,0.3836875,0.2009225,0.107505,1,0,0,0.532034585342191
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_8,2019,216,2,LC82150032019217LGN00,L2SP,27.15480527,21824,0,5.75,6.897,0.019395,0.068235,0.079565,0.24946,0.129065,0.0698025,1,0,0,0.448472532199379
pixel_1 _PYR_pig,78.6531144,16.3268276,0,LANDSAT_8,2019,216,2,LC82150042019217LGN00,L2SP,28.43417557,21824,0,30.29,7.1,0.00597500000000001,0.06235,0.0750825,0.249625,0.128735,0.07071,1,0,0,0.472604002347037
