sample.id,latitude,longitude,jrc.water,satellite,year,doy,collection.number,landsat.scene.id,processing.level,sun.elevation,qa.pixel,qa.radsat,cloud.cover,geometric.rmse.model,blue,green,red,nir,swir1,swir2,clear,snow,water,ndvi
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_5,1994,170,2,LT52160041994171KIS00,L2SP,35.21726856,5440,0,73,14.096,0.2156075,0.265905,0.2639525,0.382505,0.2560875,0.134895,1,0,0,0.187140553526884
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_5,1994,239,2,LT52190031994240KIS00,L2SP,20.35031466,5440,0,67,12.214,0.1181475,0.1944875,0.171085,0.74655,0.4865925,0.247865,1,0,0,0.574381990585352
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_5,1995,189,2,LT52160031995190KIS00,L2SP,33.13279171,5440,0,67,13.594,0.16509,0.1723775,0.17235,0.51764,0.326405,0.167345,1,0,0,0.484086893231333
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_5,1995,189,2,LT52160041995190KIS00,L2SP,34.1978384,5440,0,67,12.631,0.1430075,0.17741,0.176365,0.6388875,0.3825325,0.1974025,1,0,0,0.510941660519437
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_5,1995,194,2,LT52190031995195KIS00,L2SP,32.46377521,5440,0,48,14.238,0.1285425,0.1421,0.1343175,0.316945,0.2158,0.13363,1,0,0,0.389407363172628
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_5,1995,230,2,LT52150041995231KIS00,L2SP,24.66207513,5440,0,20,11.213,0.09667,0.1228775,0.1146275,0.7393175,0.3775,0.187145,1,0,0,0.655638586404041
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_5,1996,147,2,LT52210031996148KIS00,L2SP,32.17449788,5440,0,56,13.12,0.3201075,0.342135,0.3704325,0.505265,0.3261575,0.2168725,1,0,0,0.173332757657969
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_5,1996,149,2,LT52190031996150KIS00,L2SP,32.4894834,5440,0,9,12.316,0.2332625,0.272505,0.30424,0.4989125,0.4084375,0.2249575,1,0,0,0.238494606584872
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_5,1997,153,2,LT52170031997154KIS00,L2SP,32.90692016,5440,0,6,14.98,0.25782,0.3256075,0.36298,0.55999,0.4384125,0.2514125,1,0,0,0.217003234752705
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_5,1997,162,2,LT52160031997163KIS00,L2SP,33.74244479,5440,0,59,14.712,0.287905,0.387235,0.41204,0.5553425,0.3289075,0.1821125,1,0,0,0.163562076873629
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_5,1997,162,2,LT52160041997163KIS00,L2SP,34.94796631,5440,0,39,14.841,0.279655,0.36991,0.389215,0.5541325,0.3384775,0.19369,1,0,0,0.186105369402948
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_5,1997,167,2,LT52190031997168KIS00,L2SP,33.97203229,5440,0,3,13.414,0.257765,0.27971,0.2979425,0.510545,0.3746125,0.2126375,1,0,0,0.247842296464995
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_5,1997,224,2,LT52180031997225KIS00,L2SP,25.18813146,5440,0,59,12.661,0.214645,0.229275,0.1985575,0.3587175,0.2641175,0.196165,1,0,0,0.292992482932227
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_5,1998,168,2,LT52210031998169KIS00,L2SP,33.85129631,5440,0,43,11.551,0.274815,0.31414,0.316065,0.46946,0.3203,0.22581,1,0,0,0.192526786547984
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_5,1998,188,2,LT52170031998189KIS00,L2SP,32.96103989,5440,0,43,6.728,0.1303575,0.1770525,0.1651175,0.5843275,0.37662,0.189565,1,0,0,0.50733873251085
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_5,1998,237,2,LT52240021998238KIS00,L2SP,19.60970262,5440,0,21,4.281,0.139295,0.2010325,0.1941575,0.8038875,0.54129,0.293515,1,0,0,0.561699966771474
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_5,1998,248,2,LT52210031998249KIS00,L2SP,16.82455592,5698,0,73,11.425,0.148095,0.15277,0.1421275,0.2421725,0.1694625,0.1271675,1,0,0,0.249926049802558
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_7,1999,190,2,LE72180031999191SGS00,L2SP,32.50663712,5440,0,12,8.454,0.128515,0.1633575,0.1612125,0.51742,0.36122,0.18709,1,0,0,0.524890128309505
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_7,1999,218,2,LE72220031999219KIS00,L2SP,26.7540218,5440,0,59,12.301,0.0691975,0.1171575,0.09557,0.7445425,0.4075575,0.185605,1,0,0,0.772482851998988
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_7,1999,220,2,LE72200031999221KIS00,L2SP,26.1879639,5698,0,46,8.642,0.22449,0.2469575,0.24561,0.3910025,0.3236825,0.2632375,1,0,0,0.228384613874217
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_7,2000,143,2,LE72200032000144KIS00,L2SP,30.83490913,5440,0,64,13.762,0.354345,0.352805,0.358195,0.360285,0.2592775,0.2436025,1,0,0,0.00290891882863829
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_7,2000,145,2,LE72180032000146KIS00,L2SP,31.2007612,5440,0,19,9.362,0.236975,0.2843575,0.3454075,0.558065,0.53029,0.3209875,1,0,0,0.235377944541754
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_7,2000,170,2,LE72170032000171KIS00,L2SP,33.64872882,5440,0,8,8.392,0.1726525,0.2082925,0.244785,0.493715,0.4677275,0.2663725,1,0,0,0.337075152335816
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_7,2000,179,2,LE72160042000180KIS00,L2SP,34.76467165,5442,0,69,8.109,0.29335,0.3049275,0.316615,0.47254,0.2992625,0.189675,1,0,0,0.1975847583808
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_7,2000,182,2,LE72210032000183EDC00,L2SP,33.33706134,5440,0,72,10.779,0.125765,0.16399,0.1695725,0.5001775,0.4176225,0.2250125,1,0,0,0.493624486748787
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_7,2000,196,2,LE72230022000197KIS00,L2SP,30.46128333,5696,0,78,8.442,0.4832375,0.476005,0.48387,0.4864825,0.4210875,0.3517875,1,0,0,0.00269232057422433
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_7,2000,203,2,LE72240022000204SGS00,L2SP,29.21417604,5440,0,42,10.8,0.1102825,0.141385,0.1366825,0.59343,0.3852,0.192755,1,0,0,0.625585098186923
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_7,2000,207,2,LE72200032000208EDC00,L2SP,29.62142062,5440,0,1,9.253,0.126755,0.14628,0.1431175,0.3577275,0.2546575,0.1741375,1,0,0,0.428495842026975
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_7,2001,161,2,LE72200032001162EDC01,L2SP,33.34494674,5440,0,52,14.481,0.30699,0.35649,0.3814875,0.57341,0.4034875,0.22988,1,0,0,0.200987540547546
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_7,2001,165,2,LE72160032001166EDC00,L2SP,33.57266214,5440,0,29,9.131,0.220585,0.2530075,0.26904,0.51258,0.3906725,0.22317,1,0,0,0.311583633990942
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_7,2001,165,2,LE72160042001166EDC00,L2SP,34.83627042,5440,0,37,11.182,0.220585,0.25232,0.26849,0.511095,0.38289,0.2185775,1,0,0,0.311197624377073
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_7,2001,166,2,LE72230022001167EDC00,L2SP,32.34009237,5440,0,3,12.673,0.20084,0.2306225,0.24946,0.4978675,0.365125,0.2046075,1,0,0,0.33239443215993
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_7,2001,168,2,LE72210032001169EDC00,L2SP,33.6705826,5696,0,73,8.577,0.3757675,0.37783,0.3814875,0.4106925,0.4063475,0.3652625,1,0,0,0.0368666212224494
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_7,2002,180,2,LE72200032002181EDC00,L2SP,33.47881741,5440,0,57,9.743,0.1243625,0.1635225,0.1677025,0.5249825,0.3928725,0.209255,1,0,0,0.515790005558082
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_7,2002,191,2,LE72170032002192EDC00,L2SP,32.43688029,5440,0,7,5.764,0.1492775,0.17785,0.1651725,0.5578725,0.390315,0.1919025,1,0,0,0.543119722838828
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_7,2005,156,2,LE72200032005157EDC00,L2SP,32.92847386,5440,0,65,6.659,0.1488375,0.1823325,0.2186875,0.49322,0.48893,0.2719,1,0,0,0.385629453264645
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_7,2005,172,2,LE72200032005173EDC00,L2SP,33.71479626,5440,0,46,9.672,0.11383,0.15299,0.1683075,0.4893975,0.4263125,0.2351875,1,0,0,0.48819759618674
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_5,2006,171,2,LT52160032006172KIS00,L2SP,33.67097533,5440,0,52,6.913,0.156015,0.1529625,0.12714,0.19534,0.1454825,0.10844,1,0,0,0.216554676283101
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_5,2006,199,2,LT52200032006200KIS00,L2SP,31.11789296,5440,0,28,9.24,0.12912,0.148425,0.15662,0.4501825,0.3395225,0.208705,1,0,0,0.475471657187472
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_5,2006,203,2,LT52160032006204KIS00,L2SP,30.34421351,5440,0,46,5.781,0.099365,0.1381125,0.1362425,0.52468,0.41655,0.217615,1,0,0,0.562029295084165
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_5,2006,203,2,LT52160042006204KIS00,L2SP,31.60057109,5440,0,24,6.036,0.099475,0.137865,0.136105,0.5187125,0.415945,0.2170375,1,0,0,0.56144297429012
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_7,2007,162,2,LE72200032007163EDC00,L2SP,33.38776799,5440,0,51,12.336,0.14969,0.184615,0.1882725,0.455435,0.4387425,0.2444825,1,0,0,0.415037109246047
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_7,2007,178,2,LE72200032007179EDC00,L2SP,33.56823239,5440,0,29,9.536,0.1580225,0.1770525,0.1809025,0.40852,0.3480475,0.20634,1,0,0,0.386170361667564
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_7,2007,194,2,LE72200032007195EDC00,L2SP,32.00626004,5440,0,26,8.022,0.0894925,0.1209525,0.1324475,0.435525,0.3649875,0.2005375,1,0,0,0.533612983022946
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_5,2009,175,2,LT52200032009176KIS00,L2SP,33.69210078,5440,0,43,9.619,0.175595,0.2081825,0.2087875,0.3828075,0.341915,0.1904725,1,0,0,0.310279727004866
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_7,2010,170,2,LE72200032010171EDC00,L2SP,33.65886111,5440,0,37,14.777,0.1364075,0.15387,0.1764475,0.4331325,0.4164675,0.24099,1,0,0,0.4210850093507
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_7,2010,186,2,LE72200032010187EDC03,L2SP,32.94433601,5440,0,61,8.551,0.1096775,0.1421275,0.1516425,0.44229,0.4430875,0.2601025,1,0,0,0.489361164778826
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_7,2010,211,2,LE72190032010212EDC00,L2SP,28.52803417,5440,0,45,8.894,0.105525,0.1384975,0.154585,0.4547475,0.465335,0.2594975,1,0,0,0.492608715274501
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_7,2010,213,2,LE72170032010214ASN00,L2SP,28.02387593,5440,0,51,6.517,0.118175,0.1411375,0.1466375,0.37024,0.323435,0.201665,1,0,0,0.432602502527195
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_7,2010,234,2,LE72200032010235EDC00,L2SP,21.64182381,5440,0,29,7.148,0.1183125,0.16762,0.2041125,0.55702,0.6075925,0.326185,1,0,0,0.463661057700203
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_7,2011,162,2,LE72230022011163EDC00,L2SP,32.02821593,5440,0,24,14.259,0.159645,0.194405,0.2049375,0.424415,0.45329,0.2834225,1,0,0,0.348735406628241
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_7,2011,173,2,LE72200032011174EDC00,L2SP,33.63378796,5440,0,13,9.023,0.1228775,0.142485,0.1613775,0.4075575,0.447845,0.2601575,1,0,0,0.432703208626644
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_7,2011,189,2,LE72200032011190EDC05,L2SP,32.6219474,5440,0,41,8.666,0.10525,0.128955,0.139185,0.455545,0.43789,0.2563625,1,0,0,0.531938863013468
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_7,2011,205,2,LE72200032011206EDC00,L2SP,29.94874918,5440,0,13,8.068,0.085725,0.12351,0.13198,0.433435,0.4339575,0.2557025,1,0,0,0.5331570616273
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_7,2011,216,2,LE72170032011217EDC00,L2SP,27.27232283,5440,0,37,6.055,0.105195,0.1364625,0.1540625,0.4833475,0.48519,0.2737425,1,0,0,0.516598421737971
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_8,2013,147,2,LC82190032013148LGN01,L2SP,31.50114601,21824,0,12.46,7.768,0.1901425,0.2716525,0.40456,0.543435,0.4198225,0.2281475,1,0,0,0.132006214361482
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_7,2013,151,2,LE72230022013152EDC00,L2SP,30.91018025,5440,0,80,9.804,0.2358475,0.2584525,0.258315,0.4581575,0.4194925,0.23164,1,0,0,0.278925569369376
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_7,2013,194,2,LE72200032013195EDC00,L2SP,31.84121091,5440,0,19,7.969,0.0810225,0.1215025,0.1244725,0.4028,0.4241675,0.2502025,1,0,0,0.527862727527038
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_8,2013,230,2,LC82240022013231LGN01,L2SP,21.43066848,21824,0,50.55,7.605,0.0805,0.1372875,0.1300825,0.5776175,0.48222,0.26255,1,0,0,0.556526443042641
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_8,2013,241,2,LC82210032013242LGN01,L2SP,18.89394785,21824,0,48.92,7.153,0.090235,0.15024,0.1395975,0.631435,0.55449,0.3180725,1,0,0,0.55745270572301
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_8,2013,246,2,LC82240022013247LGN01,L2SP,15.74161125,21824,0,54.24,8.026,0.0236575,0.060865,0.05663,0.274485,0.2039475,0.1063775,1,0,0,0.583505802273786
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_8,2014,161,2,LC82160032014162LGN01,L2SP,33.15683163,21824,0,39.82,9.797,0.355665,0.41589,0.4784525,0.591945,0.2814975,0.1883825,1,0,0,0.120621391005181
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_8,2014,161,2,LC82160042014162LGN01,L2SP,34.46022055,21824,0,56.4,10.343,0.35033,0.3936975,0.4266425,0.5766275,0.2906,0.1969075,1,0,0,0.137873174177405
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_8,2014,162,2,LC82230022014163LGN01,L2SP,31.91981226,21824,0,15.98,9.994,0.1418525,0.31161,0.29192,0.570385,0.3594875,0.224105,1,0,0,0.264331400349419
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_8,2014,175,2,LC82180032014176LGN01,L2SP,33.49479775,21824,0,49.31,8.951,0.04189,0.0751925,0.07665,0.2383225,0.19083,0.113225,1,0,0,0.425255500964668
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_8,2014,184,2,LC82170032014185LGN01,L2SP,32.99936324,21824,0,78.52,8.981,0.034685,0.0904825,0.1135,0.34439,0.2447575,0.185715,1,0,0,0.416439612027399
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_8,2014,188,2,LC80282402014189LGN01,L2SP,18.18415971,54596,0,27.86,10.078,0.070545,0.16113,0.16564,0.44317,0.316725,0.2091725,1,0,0,0.392952818324403
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_8,2014,195,2,LC80292402014196LGN01,L2SP,17.2726519,21824,0,0.3,9.609,0.06697,0.12274,0.1191925,0.50367,0.438495,0.2541075,1,0,0,0.540274295269823
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_8,2014,196,2,LC82210032014197LGN01,L2SP,31.49895797,21824,0,39.72,9.216,0.051625,0.133685,0.11757,0.25122,0.174,0.11757,1,0,0,0.298577803947855
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_8,2014,210,2,LC82230022014211LGN01,L2SP,27.35343495,21824,0,73.1,9.339,0.0673825,0.1406975,0.1316775,0.3425475,0.2876025,0.1936625,1,0,0,0.384978154102456
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_8,2014,223,2,LC82180032014224LGN01,L2SP,25.07213948,21824,0,52.38,7.681,0.08446,0.1367375,0.131705,0.54404,0.4870325,0.2702775,1,0,0,0.546876648446746
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_8,2014,228,2,LC82210032014229LGN01,L2SP,23.49980538,21824,0,36.37,8.365,0.031275,0.077145,0.073955,0.254575,0.19138,0.113995,1,0,0,0.487130436636578
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_8,2014,230,2,LC82190032014231LGN01,L2SP,22.84941345,21824,0,52.69,7.774,0.0811325,0.14375,0.126315,0.3313275,0.2846875,0.2051575,1,0,0,0.385947536988357
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_8,2014,233,2,LC82240022014234LGN01,L2SP,20.54874539,21824,0,72.84,8.975,0.10789,0.1622025,0.177245,0.615265,0.60861,0.341915,1,0,0,0.486053468607473
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_8,2014,235,2,LC82220022014236LGN01,L2SP,19.86349469,21824,0,69.43,7.729,0.105195,0.15871,0.17587,0.57044,0.576765,0.3382025,1,0,0,0.465154040033301
pixel_1 _BC_Fjort,79.1303426,11.8510515,0,LANDSAT_8,2014,237,2,LC82200032014238LGN01,L2SP,20.45572928,21824,0,34.26,7.615,0.1061575,0.1581875,0.1729275,0.577865,0.60993,0.3589375,1,0,0,0.47148683869033
